Gene,B cells,Cytotoxic T cells,CD4 T cells,Tfh,other
RBM14-RBM4,1,1,1,1,1
RBM4,1,1,1,1,1
RBM4B,1,1,1,1,1
RP11-658F2.8,1,1,1,1,1
SPTBN2,1,1,1,1,1
C11orf81,1,1,1,1,1
RCE1,1,1,1,1,1
PC,1,1,1,1,1
LRFN4,1,1,1,1,1
C11orf86,1,1,1,1,1
SYT12,1,1,1,1,1
RHOD,1,1,1,1,1
KDM2A,1,1,1,1,1
ADRBK1,1,1,1,1,1
ANKRD13D,1,1,1,1,1
SSH3,1,1,1,1,1
RAD9A,1,1,1,1,1
POLD4,1,1,1,1,1
AP113419.11,1,1,1,1,1
CTC-1337H24.3,1,1,1,1,1
CLCF1,1,1,1,1,1
CTC-1337H24.4,1,1,1,1,1
PPP1CA,1,1,1,1,1
TBC1D11C,1,1,1,1,1
CARNS1,1,1,1,1,1
RPS6KB2,1,1,1,1,1
AP113419.16,1,1,1,1,1
CORO1B,1,1,1,1,1
PTPRCAP,1,1,1,1,1
GPR152,1,1,1,1,1
CABP4,1,1,1,1,1
TMEM134,1,1,1,1,1
AIP,1,1,1,1,1
PITPNM1,1,1,1,1,1
CDK2AP2,1,1,1,1,1
CABP2,1,1,1,1,1
GSTP1,1,1,1,1,1
C11orf72,1,1,1,1,1
RP11-655M14.12,1,1,1,1,1
NDUFV1,1,1,1,1,1
RP11-655M14.13,1,1,1,1,1
NUDT8,1,1,1,1,1
TBX11,1,1,1,1,1
ACY3,1,1,1,1,1
ALDH3B2,1,1,1,1,1
RP11-119D9.1,1,1,1,1,1
RP5-913G2.2,1,1,1,1,1
UNC93B1,1,1,1,1,1
ALDH3B1,1,1,1,1,1
RP5-911A4.1,1,1,1,1,1
NDUFS8,1,1,1,1,1
TCIRG1,1,1,1,1,1
RP11-812E16.3,1,1,1,1,1
CHKA,1,1,1,1,1
CTD-2655K5.1,1,1,1,1,1
KMT5B,1,1,1,1,1
C11orf24,1,1,1,1,1
LRP5,1,1,1,1,1
PPP6R3,1,1,1,1,1
CTD-2117L18.5,1,1,1,1,1
GAL,1,1,1,1,1
MTL5,1,1,1,1,1
CPT1A,1,1,1,1,1
RP11-757G1.6,1,1,1,1,1
MRPL21,1,1,1,1,1
IGHMBP2,1,1,1,1,1
RP11-757G1.5,1,1,1,1,1
MRGPRD,1,1,1,1,1
RP11-554A11.5,1,1,1,1,1
MRGPRF,1,1,1,1,1
MRGPRF-AS1,1,1,1,1,1
TPCN2,1,1,1,1,1
RP11-554A11.7,1,1,1,1,1
RP11-554A11.8,1,1,1,1,1
RP11-554A11.9,1,1,1,1,1
MYEOV,1,1,1,1,1
RP11-211G23.2,1,1,1,1,1
RP11-211G23.1,1,1,1,1,1
AP111439.1,1,1,1,1,1
AP111439.2,1,1,1,1,1
AP111439.5,1,1,1,1,1
AP111439.3,1,1,1,1,1
CCND1,1,1,1,1,1
ORAOV1,1,1,1,1,1
AP111888.1,1,1,1,1,1
FGF19,1,1,1,1,1
FGF4,1,1,1,1,1
FGF3,1,1,1,1,1
RP11-643C9.1,1,1,1,1,1
RP11-643C9.2,1,1,1,1,1
RP11-626H12.1,1,1,1,1,1
RP11-626H12.2,1,1,1,1,1
RP11-626H12.3,1,1,1,1,1
ANO1-AS2,1,1,1,1,1
ANO1,1,1,1,1,1
ANO1-AS1,1,1,1,1,1
FADD,1,1,1,1,1
RP11-815J14.5,1,1,1,1,1
PPFIA1,1,1,1,1,1
AP111487.6,1,1,1,1,1
CTA-797E19.2,1,1,1,1,1
AP111487.4,1,1,1,1,1
AP111487.5,1,1,1,1,1
CTTN,1,1,1,1,1
SHANK2,1,1,1,1,1
SHANK2-AS1,1,1,1,1,1
SHANK2-AS2,1,1,1,1,1
SHANK2-AS3,1,1,1,1,1
DHCR7,1,1,1,1,1
RP11-661L16.2,1,1,1,1,1
NADSYN1,1,1,1,1,1
KRTAP5-7,1,1,1,1,1
KRTAP5-8,1,1,1,1,1
KRTAP5-9,1,1,1,1,1
KRTAP5-11,1,1,1,1,1
KRTAP5-11,1,1,1,1,1
RP11-167J8.3,1,1,1,1,1
FAM86C1,1,1,1,1,1
DEFB118B,1,1,1,1,1
RP11-849H4.2,1,1,1,1,1
CTD-2313N18.7,1,1,1,1,1
RNF121,1,1,1,1,1
IL18BP,1,1,1,1,1
NUMA1,1,1,1,1,1
RP11-849H4.4,1,1,1,1,1
LRTOMT,1,1,1,1,1
LAMTOR1,1,1,1,1,1
ANAPC15,1,1,1,1,1
FOLR3,1,1,1,1,1
RP11-817H22.7,1,1,1,1,1
FOLR1,1,1,1,1,1
FOLR2,1,1,1,1,1
INPPL1,1,1,1,1,1
PHOX2A,1,1,1,1,1
CLPB,1,1,1,1,1
AP111593.7,1,1,1,1,1
RP11-45F15.1,1,1,1,1,1
RP11-45F15.2,1,1,1,1,1
RP11-7N14.1,1,1,1,1,1
LINC11537,1,1,1,1,1
PDE2A,1,1,1,1,1
RP11-169D4.2,1,1,1,1,1
RP11-31L22.3,1,1,1,1,1
ARAP1,1,1,1,1,1
ARAP1-AS1,1,1,1,1,1
ARAP1-AS2,1,1,1,1,1
STARD11,1,1,1,1,1
ATG16L2,1,1,1,1,1
FCHSD2,1,1,1,1,1
RP11-811A3.3,1,1,1,1,1
RP11-811A3.2,1,1,1,1,1
P2RY2,1,1,1,1,1
P2RY6,1,1,1,1,1
RP11-811A3.7,1,1,1,1,1
ARHGEF17,1,1,1,1,1
RELT,1,1,1,1,1
RP11-819N8.2,1,1,1,1,1
FAM168A,1,1,1,1,1
RP11-819N8.4,1,1,1,1,1
PLEKHB1,1,1,1,1,1
RAB6A,1,1,1,1,1
RP11-456I15.2,1,1,1,1,1
RP11-717G14.1,1,1,1,1,1
MRPL48,1,1,1,1,1
COA4,1,1,1,1,1
PAAF1,1,1,1,1,1
DNAJB13,1,1,1,1,1
RP11-167N4.2,1,1,1,1,1
UCP2,1,1,1,1,1
UCP3,1,1,1,1,1
C2CD3,1,1,1,1,1
PPME1,1,1,1,1,1
P4HA3,1,1,1,1,1
RP11-632K5.3,1,1,1,1,1
PGM2L1,1,1,1,1,1
RP11-712H23.4,1,1,1,1,1
KCNE3,1,1,1,1,1
RP11-712H23.6,1,1,1,1,1
LIPT2,1,1,1,1,1
AP111372.2,1,1,1,1,1
POLD3,1,1,1,1,1
CHRDL2,1,1,1,1,1
RNF169,1,1,1,1,1
XRRA1,1,1,1,1,1
SPCS2,1,1,1,1,1
NEU3,1,1,1,1,1
OR2AT4,1,1,1,1,1
CTD-2562J17.2,1,1,1,1,1
SLCO2B1,1,1,1,1,1
CTD-2562J17.4,1,1,1,1,1
TPBGL,1,1,1,1,1
CTD-2562J17.7,1,1,1,1,1
ARRB1,1,1,1,1,1
CTD-2562J17.9,1,1,1,1,1
RPS3,1,1,1,1,1
KLHL35,1,1,1,1,1
GDPD5,1,1,1,1,1
SERPINH1,1,1,1,1,1
CTD-2531H12.4,1,1,1,1,1
MAP6,1,1,1,1,1
MOGAT2,1,1,1,1,1
CTD-2531H12.1,1,1,1,1,1
DGAT2,1,1,1,1,1
RP11-535A19.1,1,1,1,1,1
RP11-535A19.2,1,1,1,1,1
UVRAG,1,1,1,1,1
CTD-2111F17.2,1,1,1,1,1
WNT11,1,1,1,1,1
RP11-619A14.2,1,1,1,1,1
RP11-619A14.3,1,1,1,1,1
PRKRIR,1,1,1,1,1
RP11-111M22.2,1,1,1,1,1
RP11-111M22.4,1,1,1,1,1
RP11-111M22.5,1,1,1,1,1
RP11-111M22.3,1,1,1,1,1
EMSY,1,1,1,1,1
RP11-672A2.6,1,1,1,1,1
RP11-672A2.5,1,1,1,1,1
RP11-672A2.4,1,1,1,1,1
AP111189.4,1,1,1,1,1
LRRC32,1,1,1,1,1
RP11-672A2.3,1,1,1,1,1
RP11-672A2.1,1,1,1,1,1
RP11-21L23.4,1,1,1,1,1
TSKU,1,1,1,1,1
RP11-21L23.3,1,1,1,1,1
ACER3,1,1,1,1,1
CTD-2547H18.1,1,1,1,1,1
B3GNT6,1,1,1,1,1
CAPN5,1,1,1,1,1
OMP,1,1,1,1,1
MYO7A,1,1,1,1,1
GDPD4,1,1,1,1,1
PAK1,1,1,1,1,1
RP11-739B23.1,1,1,1,1,1
CLNS1A,1,1,1,1,1
AQP11,1,1,1,1,1
RSF1,1,1,1,1,1
AAMDC,1,1,1,1,1
RP11-91P24.7,1,1,1,1,1
RP11-91P24.5,1,1,1,1,1
RP11-91P24.6,1,1,1,1,1
INTS4,1,1,1,1,1
KCTD14,1,1,1,1,1
RP11-7I15.3,1,1,1,1,1
NDUFC2-KCTD14,1,1,1,1,1
RP11-7I15.4,1,1,1,1,1
THRSP,1,1,1,1,1
NDUFC2,1,1,1,1,1
ALG8,1,1,1,1,1
KCTD21-AS1,1,1,1,1,1
KCTD21,1,1,1,1,1
USP35,1,1,1,1,1
GAB2,1,1,1,1,1
RP11-452H21.1,1,1,1,1,1
RP11-452H21.2,1,1,1,1,1
RP11-452H21.4,1,1,1,1,1
NARS2,1,1,1,1,1
RP11-843A23.1,1,1,1,1,1
TENM4,1,1,1,1,1
RP11-673F18.1,1,1,1,1,1
CTD-2337I7.1,1,1,1,1,1
RP11-812F5.1,1,1,1,1,1
RP11-258O13.1,1,1,1,1,1
CTD-2555I5.1,1,1,1,1,1
RP11-686G23.2,1,1,1,1,1
MIR4311HG,1,1,1,1,1
RP11-876F14.1,1,1,1,1,1
RP11-179A16.2,1,1,1,1,1
FAM181B,1,1,1,1,1
RP11-718B12.2,1,1,1,1,1
PRCP,1,1,1,1,1
DDIAS,1,1,1,1,1
RAB31,1,1,1,1,1
RAB31-AS1,1,1,1,1,1
RP11-113K21.4,1,1,1,1,1
PCF11,1,1,1,1,1
PCF11-AS1,1,1,1,1,1
ANKRD42,1,1,1,1,1
RP11-727A23.7,1,1,1,1,1
CCDC91B,1,1,1,1,1
RP11-727A23.11,1,1,1,1,1
DLG2,1,1,1,1,1
RP11-161H12.2,1,1,1,1,1
CTD-2537O9.1,1,1,1,1,1
AP111857.3,1,1,1,1,1
TMEM126B,1,1,1,1,1
TMEM126A,1,1,1,1,1
CREBZF,1,1,1,1,1
CCDC89,1,1,1,1,1
SYTL2,1,1,1,1,1
CCDC83,1,1,1,1,1
RP11-91K17.2,1,1,1,1,1
PICALM,1,1,1,1,1
RP11-12D16.2,1,1,1,1,1
EED,1,1,1,1,1
C11orf73,1,1,1,1,1
CCDC81,1,1,1,1,1
RP11-317J19.1,1,1,1,1,1
ME3,1,1,1,1,1
CTD-2115H7.1,1,1,1,1,1
CTD-2115H7.2,1,1,1,1,1
PRSS23,1,1,1,1,1
AP111654.4,1,1,1,1,1
RP11-736K21.5,1,1,1,1,1
FZD4,1,1,1,1,1
RP11-736K21.6,1,1,1,1,1
TMEM135,1,1,1,1,1
RP11-721D4.3,1,1,1,1,1
RP11-164N3.1,1,1,1,1,1
RP11-164N3.2,1,1,1,1,1
RP11-164N3.3,1,1,1,1,1
RAB38,1,1,1,1,1
CTSC,1,1,1,1,1
GRM5-AS1,1,1,1,1,1
GRM5,1,1,1,1,1
TYR,1,1,1,1,1
NOX4,1,1,1,1,1
RP11-643G5.6,1,1,1,1,1
TRIM77,1,1,1,1,1
RP11-313I2.11,1,1,1,1,1
TRIM49,1,1,1,1,1
TRIM64B,1,1,1,1,1
TRIM49D1,1,1,1,1,1
TRIM49D2,1,1,1,1,1
TRIM64,1,1,1,1,1
TRIM49C,1,1,1,1,1
UBTFL1,1,1,1,1,1
NAALAD2,1,1,1,1,1
CHORDC1,1,1,1,1,1
RP11-699F16.2,1,1,1,1,1
RP11-211M22.1,1,1,1,1,1
FAT3,1,1,1,1,1
RP11-675M1.2,1,1,1,1,1
RP11-213F8.1,1,1,1,1,1
RP11-676F21.4,1,1,1,1,1
RP11-676F21.5,1,1,1,1,1
RP11-676F21.1,1,1,1,1,1
MTNR1B,1,1,1,1,1
SLC36A4,1,1,1,1,1
RP11-755E23.3,1,1,1,1,1
CCDC67,1,1,1,1,1
SMCO4,1,1,1,1,1
CEP295,1,1,1,1,1
SCARNA9,1,1,1,1,1
TAF1D,1,1,1,1,1
C11orf54,1,1,1,1,1
MED17,1,1,1,1,1
VSTM5,1,1,1,1,1
HEPHL1,1,1,1,1,1
PANX1,1,1,1,1,1
RP11-681H21.2,1,1,1,1,1
IZUMO1R,1,1,1,1,1
GPR83,1,1,1,1,1
MRE11A,1,1,1,1,1
RP11-685N11.1,1,1,1,1,1
ANKRD49,1,1,1,1,1
C11orf97,1,1,1,1,1
PIWIL4,1,1,1,1,1
FUT4,1,1,1,1,1
RP11-867G2.8,1,1,1,1,1
RP11-867G2.5,1,1,1,1,1
RP11-867G2.6,1,1,1,1,1
AMOTL1,1,1,1,1,1
RP11-856F16.2,1,1,1,1,1
CWC15,1,1,1,1,1
KDM4D,1,1,1,1,1
KDM4E,1,1,1,1,1
SRSF8,1,1,1,1,1
ENDOD1,1,1,1,1,1
RP11-712B9.2,1,1,1,1,1
SESN3,1,1,1,1,1
RP11-338H14.1,1,1,1,1,1
RP11-644L4.1,1,1,1,1,1
FAM76B,1,1,1,1,1
CEP57,1,1,1,1,1
MTMR2,1,1,1,1,1
MAML2,1,1,1,1,1
CCDC82,1,1,1,1,1
JRKL,1,1,1,1,1
JRKL-AS1,1,1,1,1,1
RP11-49K4.2,1,1,1,1,1
RP11-361K13.1,1,1,1,1,1
RP11-882G5.1,1,1,1,1,1
RP11-379J13.2,1,1,1,1,1
RP11-115E19.1,1,1,1,1,1
RP11-99C11.1,1,1,1,1,1
CNTN5,1,1,1,1,1
CTD-2383M3.1,1,1,1,1,1
ARHGAP42,1,1,1,1,1
TMEM133,1,1,1,1,1
PGR,1,1,1,1,1
TRPC6,1,1,1,1,1
ANGPTL5,1,1,1,1,1
CEP126,1,1,1,1,1
C11orf71,1,1,1,1,1
RP11-732A21.2,1,1,1,1,1
RP11-732A21.3,1,1,1,1,1
YAP1,1,1,1,1,1
RP11-864G5.3,1,1,1,1,1
BIRC3,1,1,1,1,1
BIRC2,1,1,1,1,1
TMEM123,1,1,1,1,1
RP11-315O6.1,1,1,1,1,1
RP11-315O6.2,1,1,1,1,1
MMP7,1,1,1,1,1
MMP21,1,1,1,1,1
RP11-817J15.2,1,1,1,1,1
RP11-817J15.3,1,1,1,1,1
MMP27,1,1,1,1,1
MMP8,1,1,1,1,1
MMP11,1,1,1,1,1
MMP1,1,1,1,1,1
MMP3,1,1,1,1,1
MMP12,1,1,1,1,1
MMP13,1,1,1,1,1
DCUN1D5,1,1,1,1,1
DYNC2H1,1,1,1,1,1
RP11-563P16.1,1,1,1,1,1
PDGFD,1,1,1,1,1
RP11-617B3.2,1,1,1,1,1
DDI1,1,1,1,1,1
RP11-886D15.1,1,1,1,1,1
CASP4,1,1,1,1,1
CASP5,1,1,1,1,1
CASP1,1,1,1,1,1
CARD16,1,1,1,1,1
CARD17,1,1,1,1,1
CARD18,1,1,1,1,1
RP11-94P11.4,1,1,1,1,1
GRIA4,1,1,1,1,1
MSANTD4,1,1,1,1,1
KBTBD3,1,1,1,1,1
AASDHPPT,1,1,1,1,1
RP11-677I18.3,1,1,1,1,1
RP11-677I18.4,1,1,1,1,1
GUCY1A2,1,1,1,1,1
RP11-819C21.1,1,1,1,1,1
CWF19L2,1,1,1,1,1
ALKBH8,1,1,1,1,1
ELMOD1,1,1,1,1,1
SLN,1,1,1,1,1
SLC35F2,1,1,1,1,1
RAB39A,1,1,1,1,1
CUL5,1,1,1,1,1
RP11-144G7.2,1,1,1,1,1
ACAT1,1,1,1,1,1
NPAT,1,1,1,1,1
ATM,1,1,1,1,1
C11orf65,1,1,1,1,1
KDELC2,1,1,1,1,1
EXPH5,1,1,1,1,1
DDX11,1,1,1,1,1
RP11-25I9.3,1,1,1,1,1
RP11-25I9.2,1,1,1,1,1
RP11-718B6.2,1,1,1,1,1
C11orf87,1,1,1,1,1
RP11-262A12.1,1,1,1,1,1
ZC3H12C,1,1,1,1,1
RDX,1,1,1,1,1
RP11-347E11.1,1,1,1,1,1
FDX1,1,1,1,1,1
ARHGAP21,1,1,1,1,1
RP11-89C3.3,1,1,1,1,1
RP11-89C3.4,1,1,1,1,1
C11orf53,1,1,1,1,1
COLCA1,1,1,1,1,1
COLCA2,1,1,1,1,1
POU2AF1,1,1,1,1,1
RP11-794P6.3,1,1,1,1,1
RP11-794P6.2,1,1,1,1,1
BTG4,1,1,1,1,1
RP11-794P6.6,1,1,1,1,1
C11orf88,1,1,1,1,1
LAYN,1,1,1,1,1
SIK2,1,1,1,1,1
PPP2R1B,1,1,1,1,1
RP11-118O11.2,1,1,1,1,1
ALG9,1,1,1,1,1
RP11-118O11.8,1,1,1,1,1
FDXACB1,1,1,1,1,1
C11orf1,1,1,1,1,1
CRYAB,1,1,1,1,1
HSPB2,1,1,1,1,1
HSPB2-C11orf52,1,1,1,1,1
C11orf52,1,1,1,1,1
DIXDC1,1,1,1,1,1
DLAT,1,1,1,1,1
PIH1D2,1,1,1,1,1
C11orf57,1,1,1,1,1
TIMM8B,1,1,1,1,1
SDHD,1,1,1,1,1
AP112884.2,1,1,1,1,1
IL18,1,1,1,1,1
RP11-356J5.4,1,1,1,1,1
TEX12,1,1,1,1,1
BCO2,1,1,1,1,1
PTS,1,1,1,1,1
PLET1,1,1,1,1,1
RP11-356J5.13,1,1,1,1,1
RP11-356J5.12,1,1,1,1,1
RP11-65M17.3,1,1,1,1,1
RP11-65M17.1,1,1,1,1,1
RP11-27G22.1,1,1,1,1,1
RP11-629G13.1,1,1,1,1,1
NCAM1,1,1,1,1,1
NCAM1-AS1,1,1,1,1,1
RP11-839D17.3,1,1,1,1,1
TTC12,1,1,1,1,1
ANKK1,1,1,1,1,1
RP11-159N11.3,1,1,1,1,1
DRD2,1,1,1,1,1
TMPRSS5,1,1,1,1,1
ZW11,1,1,1,1,1
RP11-667M19.2,1,1,1,1,1
CLDN25,1,1,1,1,1
USP28,1,1,1,1,1
RP11-667M19.11,1,1,1,1,1
HTR3B,1,1,1,1,1
HTR3A,1,1,1,1,1
ZBTB16,1,1,1,1,1
RP11-64D24.2,1,1,1,1,1
NNMT,1,1,1,1,1
RP11-64D24.4,1,1,1,1,1
C11orf71,1,1,1,1,1
C11orf71-1,1,1,1,1,1
RBM7,1,1,1,1,1
RP11-212D19.4,1,1,1,1,1
REXO2,1,1,1,1,1
NXPE1,1,1,1,1,1
NXPE4,1,1,1,1,1
NXPE2,1,1,1,1,1
CADM1,1,1,1,1,1
AP111462.3,1,1,1,1,1
AP111462.2,1,1,1,1,1
RP11-136I14.2,1,1,1,1,1
RP11-136I14.5,1,1,1,1,1
AP111997.1,1,1,1,1,1
AP111997.2,1,1,1,1,1
AP111797.3,1,1,1,1,1
LINC11911,1,1,1,1,1
AP111797.4,1,1,1,1,1
AP111891.1,1,1,1,1,1
AP111771.1,1,1,1,1,1
BUD13,1,1,1,1,1
AP116216.11,1,1,1,1,1
ZPR1,1,1,1,1,1
APOA5,1,1,1,1,1
AP116216.5,1,1,1,1,1
APOA4,1,1,1,1,1
APOC3,1,1,1,1,1
APOA1,1,1,1,1,1
APOA1-AS,1,1,1,1,1
SIK3,1,1,1,1,1
AP111936.4,1,1,1,1,1
PAFAH1B2,1,1,1,1,1
SIDT2,1,1,1,1,1
TAGLN,1,1,1,1,1
PCSK7,1,1,1,1,1
RNF214,1,1,1,1,1
BACE1,1,1,1,1,1
BACE1-AS,1,1,1,1,1
CEP164,1,1,1,1,1
AP111892.4,1,1,1,1,1
DSCAML1,1,1,1,1,1
RP11-35P15.1,1,1,1,1,1
FXYD2,1,1,1,1,1
RP11-728F11.3,1,1,1,1,1
FXYD6-FXYD2,1,1,1,1,1
RP11-728F11.4,1,1,1,1,1
FXYD6,1,1,1,1,1
TMPRSS13,1,1,1,1,1
IL11RA,1,1,1,1,1
TMPRSS4-AS1,1,1,1,1,1
AP112962.1,1,1,1,1,1
TMPRSS4,1,1,1,1,1
SCN4B,1,1,1,1,1
SCN2B,1,1,1,1,1
JAML,1,1,1,1,1
MPZL3,1,1,1,1,1
MPZL2,1,1,1,1,1
CD3E,1,1,1,1,1
CD3D,1,1,1,1,1
CD3G,1,1,1,1,1
UBE4A,1,1,1,1,1
RP11-771J1.5,1,1,1,1,1
ATP5L,1,1,1,1,1
RP11-771J1.4,1,1,1,1,1
KMT2A,1,1,1,1,1
RP11-771J1.3,1,1,1,1,1
TTC36,1,1,1,1,1
TMEM25,1,1,1,1,1
IFT46,1,1,1,1,1
ARCN1,1,1,1,1,1
PHLDB1,1,1,1,1,1
AP112954.3,1,1,1,1,1
TREH,1,1,1,1,1
AP112954.4,1,1,1,1,1
DDX6,1,1,1,1,1
RP11-158I9.8,1,1,1,1,1
CXCR5,1,1,1,1,1
RP11-158I9.5,1,1,1,1,1
BCL9L,1,1,1,1,1
UPK2,1,1,1,1,1
FOXR1,1,1,1,1,1
RP11-111I1.12,1,1,1,1,1
CCDC84,1,1,1,1,1
RP11-111I1.11,1,1,1,1,1
RPS25,1,1,1,1,1
TRAPPC4,1,1,1,1,1
SLC37A4,1,1,1,1,1
RP11-111I1.6,1,1,1,1,1
HYOU1,1,1,1,1,1
RP11-111I1.14,1,1,1,1,1
RP11-111I1.13,1,1,1,1,1
VPS11,1,1,1,1,1
HMBS,1,1,1,1,1
H2AFX,1,1,1,1,1
DPAGT1,1,1,1,1,1
C2CD2L,1,1,1,1,1
HINFP,1,1,1,1,1
ABCG4,1,1,1,1,1
NLRX1,1,1,1,1,1
PDZD3,1,1,1,1,1
CCDC153,1,1,1,1,1
CBL,1,1,1,1,1
MCAM,1,1,1,1,1
RNF26,1,1,1,1,1
RP11-334E6.11,1,1,1,1,1
C1QTNF5,1,1,1,1,1
MFRP,1,1,1,1,1
USP2,1,1,1,1,1
RP11-334E6.3,1,1,1,1,1
USP2-AS1,1,1,1,1,1
THY1,1,1,1,1,1
RP11-196E1.3,1,1,1,1,1
PVRL1,1,1,1,1,1
CTD-2523D13.1,1,1,1,1,1
CTD-2523D13.2,1,1,1,1,1
RP11-831A11.2,1,1,1,1,1
RP11-831A11.1,1,1,1,1,1
TRIM29,1,1,1,1,1
AP111679.2,1,1,1,1,1
OAF,1,1,1,1,1
POU2F3,1,1,1,1,1
RP11-778O17.4,1,1,1,1,1
TMEM136,1,1,1,1,1
ARHGEF12,1,1,1,1,1
GRIK4,1,1,1,1,1
RP11-641N11.2,1,1,1,1,1
TBCEL,1,1,1,1,1
TECTA,1,1,1,1,1
SC5D,1,1,1,1,1
RP11-731K11.1,1,1,1,1,1
SORL1,1,1,1,1,1
BLID,1,1,1,1,1
MIR111HG,1,1,1,1,1
RP11-716H6.1,1,1,1,1,1
RP11-716H6.2,1,1,1,1,1
UBASH3B,1,1,1,1,1
CRTAM,1,1,1,1,1
C11orf63,1,1,1,1,1
BSX,1,1,1,1,1
HSPA8,1,1,1,1,1
CLMP,1,1,1,1,1
CTD-2216M2.1,1,1,1,1,1
RP11-119E11.1,1,1,1,1,1
GRAMD1B,1,1,1,1,1
SCN3B,1,1,1,1,1
RP11-634B22.4,1,1,1,1,1
ZNF212,1,1,1,1,1
OR6X1,1,1,1,1,1
OR6M1,1,1,1,1,1
TMEM225,1,1,1,1,1
OR8D4,1,1,1,1,1
OR4D5,1,1,1,1,1
OR6T1,1,1,1,1,1
OR11S1,1,1,1,1,1
OR11G6,1,1,1,1,1
OR11G4,1,1,1,1,1
OR11G9,1,1,1,1,1
OR11G8,1,1,1,1,1
OR11G7,1,1,1,1,1
VWA5A,1,1,1,1,1
OR11D3,1,1,1,1,1
OR8G1,1,1,1,1,1
OR8G5,1,1,1,1,1
OR8D1,1,1,1,1,1
OR8D2,1,1,1,1,1
OR8B2,1,1,1,1,1
OR8B3,1,1,1,1,1
OR8B4,1,1,1,1,1
OR8B8,1,1,1,1,1
OR8B12,1,1,1,1,1
OR8A1,1,1,1,1,1
PANX3,1,1,1,1,1
TBRG1,1,1,1,1,1
SIAE,1,1,1,1,1
SPA17,1,1,1,1,1
NRGN,1,1,1,1,1
RP11-677M14.2,1,1,1,1,1
VSIG2,1,1,1,1,1
ESAM,1,1,1,1,1
RP11-677M14.3,1,1,1,1,1
MSANTD2,1,1,1,1,1
AP111866.1,1,1,1,1,1
RP11-677M14.7,1,1,1,1,1
ROBO3,1,1,1,1,1
RP11-664I21.5,1,1,1,1,1
ROBO4,1,1,1,1,1
RP11-664I21.6,1,1,1,1,1
HEPACAM,1,1,1,1,1
HEPN1,1,1,1,1,1
CCDC15,1,1,1,1,1
SLC37A2,1,1,1,1,1
TMEM218,1,1,1,1,1
RP11-687M24.4,1,1,1,1,1
PKNOX2-AS1,1,1,1,1,1
PKNOX2,1,1,1,1,1
RP11-687M24.8,1,1,1,1,1
FEZ1,1,1,1,1,1
AP111718.1,1,1,1,1,1
EI24,1,1,1,1,1
STT3A-AS1,1,1,1,1,1
STT3A,1,1,1,1,1
CHEK1,1,1,1,1,1
ACRV1,1,1,1,1,1
PATE1,1,1,1,1,1
PATE2,1,1,1,1,1
PATE3,1,1,1,1,1
PATE4,1,1,1,1,1
RP11-681F21.11,1,1,1,1,1
HYLS1,1,1,1,1,1
PUS3,1,1,1,1,1
RP11-681F21.9,1,1,1,1,1
DDX25,1,1,1,1,1
RP11-681F21.5,1,1,1,1,1
RP11-681F21.4,1,1,1,1,1
RP11-681F21.6,1,1,1,1,1
CDON,1,1,1,1,1
RP11-681F21.12,1,1,1,1,1
RP11-673E11.2,1,1,1,1,1
RP11-51B3.2,1,1,1,1,1
RPUSD4,1,1,1,1,1
RP11-51B3.4,1,1,1,1,1
FAM118B,1,1,1,1,1
SRPRA,1,1,1,1,1
FOXRED1,1,1,1,1,1
TIRAP,1,1,1,1,1
RP11-712L6.7,1,1,1,1,1
RP11-712L6.5,1,1,1,1,1
DCPS,1,1,1,1,1
ST3GAL4-AS1,1,1,1,1,1
ST3GAL4,1,1,1,1,1
KIRREL3,1,1,1,1,1
KIRREL3-AS1,1,1,1,1,1
RP11-115C11.1,1,1,1,1,1
RP11-688I9.4,1,1,1,1,1
KIRREL3-AS2,1,1,1,1,1
RP11-688I9.2,1,1,1,1,1
KIRREL3-AS3,1,1,1,1,1
RP11-168K9.1,1,1,1,1,1
RP11-168K9.2,1,1,1,1,1
CTD-2234N14.2,1,1,1,1,1
CTD-2234N14.1,1,1,1,1,1
RP11-481C22.1,1,1,1,1,1
RP11-712B11.2,1,1,1,1,1
RP11-712B11.1,1,1,1,1,1
ETS1,1,1,1,1,1
RP11-1117G5.2,1,1,1,1,1
RP11-264E21.2,1,1,1,1,1
RP11-264E21.1,1,1,1,1,1
RP11-744N12.3,1,1,1,1,1
FLI1,1,1,1,1,1
SENCR,1,1,1,1,1
KCNJ1,1,1,1,1,1
KCNJ5,1,1,1,1,1
C11orf45,1,1,1,1,1
TP53AIP1,1,1,1,1,1
ARHGAP32,1,1,1,1,1
BARX2,1,1,1,1,1
RP11-237N19.3,1,1,1,1,1
LINC11395,1,1,1,1,1
TMEM45B,1,1,1,1,1
NFRKB,1,1,1,1,1
PRDM11,1,1,1,1,1
LINC11167,1,1,1,1,1
APLP2,1,1,1,1,1
ST14,1,1,1,1,1
ZBTB44,1,1,1,1,1
RP11-121M22.1,1,1,1,1,1
ADAMTS8,1,1,1,1,1
ADAMTS15,1,1,1,1,1
C11orf44,1,1,1,1,1
RP11-891B15.2,1,1,1,1,1
RP11-891B15.3,1,1,1,1,1
SNX19,1,1,1,1,1
AP112856.4,1,1,1,1,1
AP112856.6,1,1,1,1,1
AP112856.7,1,1,1,1,1
AP112856.5,1,1,1,1,1
NTM,1,1,1,1,1
AP113125.2,1,1,1,1,1
RP11-217L21.1,1,1,1,1,1
