Symbol,ID,is_feature_control,is_feature_control_mitochondrial,is_feature_control_ribosomal,mean_counts,log10_mean_counts,n_cells_by_counts,pct_dropout_by_counts,total_counts,log10_total_counts
RALGAPA1,ENSG00000174373,0,0,0,0.10098421160549519,0.04178109112272763,897,90.80377281115439,985.0,2.9938769149412114
RP11-317N8.5,ENSG00000258938,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
BRMS1L,ENSG00000100916,0,0,0,0.021632150912446177,0.009294551780958891,208,97.8675415214271,211.0,2.3263358609287517
RP11-317N8.3,ENSG00000257272,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-116N8.2,ENSG00000257614,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-116N8.4,ENSG00000257826,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00609,ENSG00000257585,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PTCSC3,ENSG00000259104,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-259K15.2,ENSG00000258844,0,0,0,0.0,0.0,0,100.0,0.0,0.0
MBIP,ENSG00000151332,0,0,0,0.057924953865080994,0.024454861197983988,548,94.38179208529834,565.0,2.7528164311882715
SFTA3,ENSG00000229415,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
NKX2-1,ENSG00000136352,0,0,0,0.0023580069714988724,0.001022863929259068,22,99.77445150707402,23.0,1.380211241711606
NKX2-1-AS1,ENSG00000253563,0,0,0,0.0,0.0,0,100.0,0.0,0.0
NKX2-8,ENSG00000136327,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-964E11.2,ENSG00000258661,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PAX9,ENSG00000198807,0,0,0,0.002050440844781628,0.0008895834366055134,19,99.80520811974574,20.0,1.3222192947339193
SLC25A21,ENSG00000183032,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
RP11-81F13.1,ENSG00000258690,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-81F13.2,ENSG00000258601,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SLC25A21-AS1,ENSG00000258708,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
MIPOL1,ENSG00000151338,0,0,0,0.0008201763379126512,0.0003560520649549424,8,99.91798236620873,8.0,0.9542425094393249
RP11-356O9.2,ENSG00000259087,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-356O9.1,ENSG00000258414,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FOXA1,ENSG00000129514,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TTC6,ENSG00000139865,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00517,ENSG00000259091,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CTD-2058B24.3,ENSG00000258696,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CTD-2058B24.2,ENSG00000259048,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CTD-2142D14.1,ENSG00000258649,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SSTR1,ENSG00000139874,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CLEC14A,ENSG00000176435,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-96D24.1,ENSG00000259072,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00639,ENSG00000259070,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SEC23A,ENSG00000100934,0,0,0,0.1329710887840886,0.0542188276553335,1204,87.65634611441459,1297.0,3.1132746924643504
RP11-545M17.1,ENSG00000258651,0,0,0,0.002460529013737954,0.0010672816722693042,23,99.76419930285012,24.0,1.3979400086720377
GEMIN2,ENSG00000092208,0,0,0,0.05085093295058438,0.02154111413622559,475,95.13020299364364,496.0,2.6963563887333324
TRAPPC6B,ENSG00000182400,0,0,0,0.11010867336477342,0.04536549584292125,1000,89.74779577609186,1074.0,3.031408464251624
RP11-407N17.4,ENSG00000259083,0,0,0,0.001537830633586221,0.0006673583476329068,15,99.84621693664137,15.0,1.2041199826559248
PNN,ENSG00000100941,0,0,0,1.7703506253844576,0.44253473839046586,6843,29.8441664957966,17268.0,4.237267189503993
MIA2,ENSG00000150526,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-407N17.3,ENSG00000258941,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CTAGE5,ENSG00000150527,0,0,0,0.059155218371949966,0.02495961028945829,551,94.3510354726266,577.0,2.761927838420529
RP11-407N17.5,ENSG00000258940,0,0,0,0.0036907935206069303,0.0015999405475903188,36,99.6309206479393,36.0,1.568201724066995
FBXO33,ENSG00000165355,0,0,0,0.05095345499282346,0.021583482262877707,474,95.14045519786755,497.0,2.6972293427597176
RP11-111A21.1,ENSG00000258526,0,0,0,0.0007176542956735698,0.0003115615171616906,7,99.92823457043264,7.0,0.9030899869919435
RP11-662J14.1,ENSG00000258418,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-662J14.2,ENSG00000258480,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-129M6.1,ENSG00000251363,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CTD-2298J14.2,ENSG00000258636,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LRFN5,ENSG00000165379,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-313C4.1,ENSG00000259149,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-214N1.1,ENSG00000258850,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-305B6.3,ENSG00000258969,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-99L13.2,ENSG00000259126,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-99L13.1,ENSG00000258487,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FSCB,ENSG00000189139,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-163M18.1,ENSG00000258747,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-398E10.1,ENSG00000258998,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
RP11-857B24.1,ENSG00000258633,0,0,0,0.0,0.0,0,100.0,0.0,0.0
C14orf28,ENSG00000179476,0,0,0,0.01814640147631741,0.007810230635158133,174,98.21611646503999,177.0,2.250420002308894
RP11-857B24.5,ENSG00000258949,0,0,0,0.0,0.0,0,100.0,0.0,0.0
KLHL28,ENSG00000179454,0,0,0,0.07678900963707197,0.03213061422914754,709,92.73118720524913,749.0,2.8750612633917
FAM179B,ENSG00000198718,0,0,0,0.16516301004716014,0.0663866888054421,1431,85.32909575558745,1611.0,3.2073650374690716
CTD-3028N15.3,ENSG00000278147,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
CTD-3028N15.1,ENSG00000249163,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PRPF39,ENSG00000185246,0,0,0,0.09421775681771581,0.03910375817073002,858,91.2036087758868,919.0,2.963787827345555
FKBP3,ENSG00000100442,0,0,0,0.44853393479598114,0.16092867387323442,2904,70.22759893377076,4375.0,3.641077313325374
FANCM,ENSG00000187790,0,0,0,0.05197867541521427,0.0220069363544439,469,95.19171621898708,507.0,2.7058637122839193
MIS18BP1,ENSG00000129534,0,0,0,0.6975599753947098,0.22982512700134194,3875,60.272708632355965,6804.0,3.8328281295393536
RP11-454K7.3,ENSG00000260046,0,0,0,0.0008201763379126512,0.0003560520649549424,8,99.91798236620873,8.0,0.9542425094393249
RP11-454K7.1,ENSG00000257900,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-945F5.1,ENSG00000258845,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-369C8.1,ENSG00000258616,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00871,ENSG00000258700,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RPL10L,ENSG00000165496,1,0,1,0.0,0.0,0,100.0,0.0,0.0
MDGA2,ENSG00000139915,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00648,ENSG00000259129,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-2G1.1,ENSG00000258751,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-816J8.1,ENSG00000258868,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RPS29,ENSG00000213741,1,0,1,20.01650604880049,1.3225605171226882,9514,2.4605290137379554,195241.0,5.290573247788597
LRR1,ENSG00000165501,0,0,0,0.05874513020299364,0.02479142576536849,504,94.83288907115029,573.0,2.7589118923979736
RPL36AL,ENSG00000165502,1,0,1,3.1480418289932337,0.6178431271792384,8184,16.095960631535778,30706.0,4.487237388989864
MGAT2,ENSG00000168282,0,0,0,0.10467500512610212,0.04323452757722167,940,90.36292802952634,1021.0,3.009450895798694
RP11-649E7.5,ENSG00000258377,0,0,0,0.002563051055977035,0.0011116948728912368,23,99.76419930285012,25.0,1.414973347970818
DNAAF2,ENSG00000165506,0,0,0,0.08806643428337092,0.03665541297415276,793,91.87000205044085,859.0,2.934498451243568
POLE2,ENSG00000100479,0,0,0,0.020401886405577198,0.008771252813855485,187,98.08283781012918,199.0,2.3010299956639813
KLHDC1,ENSG00000197776,0,0,0,0.019991798236620874,0.008596679610056442,187,98.08283781012918,195.0,2.292256071356476
RP11-831F12.2,ENSG00000258400,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
KLHDC2,ENSG00000165516,0,0,0,0.2255484929259791,0.08833050024211525,1900,80.52081197457454,2200.0,3.342620042553348
NEMF,ENSG00000165525,0,0,0,0.5127127332376461,0.1797564625804308,3679,62.28214066024196,5001.0,3.699143687394484
RP11-596C23.6,ENSG00000282885,0,0,0,0.0014353085913471396,0.0006228996812785697,14,99.85646914086529,14.0,1.1760912590556813
RP11-596C23.2,ENSG00000278002,0,0,0,0.039676030346524505,0.01689803146054633,356,96.3502152962887,387.0,2.5888317255942073
ARF6,ENSG00000165527,0,0,0,0.4871847447201148,0.17236492187017993,3413,65.00922698380151,4752.0,3.6769678142947586
LINC01588,ENSG00000214900,0,0,0,0.05372155013327865,0.02272586209360658,469,95.19171621898708,524.0,2.720159303405957
VCPKMT,ENSG00000100483,0,0,0,0.07648144351035473,0.03200654781439053,688,92.9464834939512,746.0,2.873320601815399
SOS2,ENSG00000100485,0,0,0,0.06674184949764199,0.02805933329209819,616,93.68464219807258,651.0,2.81424759573192
L2HGDH,ENSG00000087299,0,0,0,0.037215501332786546,0.015868998738448374,346,96.45273733852778,363.0,2.561101383649056
ATP5S,ENSG00000125375,0,0,0,0.17110928849702686,0.06859742553903421,1441,85.22657371334836,1669.0,3.2227164711475833
RP11-247L20.4,ENSG00000259071,0,0,0,0.008714373590321919,0.0037682093148989114,84,99.13881484519172,85.0,1.9344984512435677
CDKL1,ENSG00000100490,0,0,0,0.048185359852368256,0.02043808955877742,414,95.75558745130202,470.0,2.673020907128896
RP11-247L20.3,ENSG00000258857,0,0,0,0.0,0.0,0,100.0,0.0,0.0
MAP4K5,ENSG00000012983,0,0,0,0.15347549723190487,0.06200837343015107,1319,86.47734262866517,1497.0,3.175511813363448
RP11-406H23.2,ENSG00000259113,0,0,0,0.002563051055977035,0.0011116948728912368,23,99.76419930285012,25.0,1.414973347970818
ATL1,ENSG00000198513,0,0,0,0.011379946688538036,0.004914338332662467,106,98.91326635226574,111.0,2.0492180226701815
SAV1,ENSG00000151748,0,0,0,0.07986467090424441,0.03336933292946609,709,92.73118720524913,779.0,2.8920946026904804
NIN,ENSG00000100503,0,0,0,0.5034857494361288,0.1770993160610234,3420,64.93746155423416,4911.0,3.691258358133111
RP11-286O18.1,ENSG00000258843,0,0,0,0.0009226983801517326,0.0004005380554576629,8,99.91798236620873,9.0,1.0
RP11-218E20.2,ENSG00000258687,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PYGL,ENSG00000100504,0,0,0,0.0009226983801517326,0.0004005380554576629,9,99.90773016198483,9.0,1.0
ABHD12B,ENSG00000131969,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-218E20.5,ENSG00000258745,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-218E20.3,ENSG00000258711,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TRIM9,ENSG00000100505,0,0,0,0.003280705351650605,0.0014224601683719054,31,99.68218166905885,32.0,1.5185139398778875
RP11-1140I5.1,ENSG00000259055,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TMX1,ENSG00000139921,0,0,0,0.18618002870617184,0.07415060769620205,1522,84.39614517121181,1816.0,3.2593549273080344
LINC00519,ENSG00000258955,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00640,ENSG00000258479,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
RP11-255G12.2,ENSG00000258942,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-255G12.3,ENSG00000258808,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FRMD6-AS2,ENSG00000258537,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FRMD6,ENSG00000139926,0,0,0,0.008099241336887431,0.003503287906580393,77,99.21058027475908,79.0,1.9030899869919435
RP11-102G14.1,ENSG00000277050,0,0,0,0.0007176542956735698,0.0003115615171616906,7,99.92823457043264,7.0,0.9030899869919435
FRMD6-AS1,ENSG00000273888,0,0,0,0.020094320278859955,0.008640329490177921,183,98.12384662702482,196.0,2.294466226161593
RP11-280K24.1,ENSG00000259111,0,0,0,0.0,0.0,0,100.0,0.0,0.0
GNG2,ENSG00000186469,0,0,0,0.09442280090219397,0.03918513244151392,807,91.72647119130613,921.0,2.9647309210536292
RP11-463J10.2,ENSG00000258928,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-463J10.3,ENSG00000259007,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-463J10.4,ENSG00000258854,0,0,0,0.0,0.0,0,100.0,0.0,0.0
C14orf166,ENSG00000087302,0,0,0,0.8869181874102933,0.27575307052713793,4760,51.19950789419725,8651.0,3.937116510767054
NID2,ENSG00000087303,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-1033H12.1,ENSG00000258694,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
PTGDR,ENSG00000168229,0,0,0,0.003485749436128768,0.0015112094242040132,29,99.70268607750667,34.0,1.5440680443502757
PTGER2,ENSG00000125384,0,0,0,0.003588271478367849,0.0015555772519898572,34,99.65142505638713,35.0,1.5563025007672873
TXNDC16,ENSG00000087301,0,0,0,0.03219192126307156,0.013760455620777538,304,96.88332991593192,314.0,2.4983105537896004
GPR137C,ENSG00000180998,0,0,0,0.008099241336887431,0.003503287906580393,76,99.22083247898298,79.0,1.9030899869919435
ERO1A,ENSG00000197930,0,0,0,0.07945458273528809,0.033204374430890665,716,92.65942177568178,775.0,2.8898617212581885
RP11-841O20.2,ENSG00000258757,0,0,0,0.027885995489030143,0.0119449490214874,264,97.29341808488824,272.0,2.436162647040756
PSMC6,ENSG00000100519,0,0,0,0.33524707812179616,0.1255616362895785,2622,73.11872052491286,3270.0,3.5146805441249818
STYX,ENSG00000198252,0,0,0,0.08150502358006971,0.03402854107334107,749,92.3210990362928,795.0,2.900913067737669
GNPNAT1,ENSG00000100522,0,0,0,0.03424236210785319,0.01462232230947766,314,96.78080787369284,334.0,2.525044807036845
RP11-589M4.1,ENSG00000259049,0,0,0,0.001230264506868977,0.0005339686925571432,12,99.87697354931309,12.0,1.1139433523068367
RP11-589M4.3,ENSG00000258698,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FERMT2,ENSG00000073712,0,0,0,0.0011277424646298955,0.0004894963683256573,10,99.89747795776091,11.0,1.0791812460476249
DDHD1,ENSG00000100523,0,0,0,0.302234980520812,0.1146893571475081,2318,76.23539060898092,2948.0,3.469674772551798
RP11-368P15.3,ENSG00000258985,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-547D23.1,ENSG00000258731,0,0,0,0.003998359647324175,0.001733003250536898,39,99.60016403526758,39.0,1.6020599913279625
AL163953.2,ENSG00000225680,0,0,0,0.0,0.0,0,100.0,0.0,0.0
AL162759.1,ENSG00000235269,0,0,0,0.0,0.0,0,100.0,0.0,0.0
BMP4,ENSG00000125378,0,0,0,0.0007176542956735698,0.0003115615171616906,7,99.92823457043264,7.0,0.9030899869919435
CDKN3,ENSG00000100526,0,0,0,0.09247488209965142,0.038411460570678346,433,95.56079557104778,902.0,2.9556877503135057
CNIH1,ENSG00000100528,0,0,0,0.31330736108263274,0.11836637848913875,2347,75.9380766864876,3056.0,3.485295438726089
RP11-794A8.1,ENSG00000258753,0,0,0,0.0,0.0,0,100.0,0.0,0.0
GMFB,ENSG00000197045,0,0,0,0.10621283575968833,0.04383869342736314,966,90.09637071970474,1036.0,3.015778756389041
CGRRF1,ENSG00000100532,0,0,0,0.053003895837605085,0.022429977963876285,492,94.9559155218372,517.0,2.714329759745233
SAMD4A,ENSG00000020577,0,0,0,0.026553208939922083,0.011381464909828044,242,97.51896657781423,259.0,2.4149733479708178
GCH1,ENSG00000131979,0,0,0,0.05607955710477753,0.023696635915742323,522,94.64834939511995,547.0,2.738780558484369
WDHD1,ENSG00000198554,0,0,0,0.04490465450071766,0.019076663735727695,386,96.04264916957146,438.0,2.6424645202421213
SOCS4,ENSG00000180008,0,0,0,0.07791675210170186,0.03258522142685891,693,92.89522247283166,760.0,2.8813846567705728
MAPK1IP1L,ENSG00000168175,0,0,0,0.2574328480623334,0.09948480128685698,2060,78.88045929874923,2511.0,3.4000196350651586
LGALS3,ENSG00000131981,0,0,0,0.04675005126102112,0.019842990831362695,328,96.63727701455814,456.0,2.6599162000698504
DLGAP5,ENSG00000126787,0,0,0,0.04387943407832684,0.018650341445771906,216,97.78552388763583,428.0,2.632457292184724
RP11-698F20.3,ENSG00000258050,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-665C16.6,ENSG00000258413,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FBXO34,ENSG00000178974,0,0,0,0.08847652245232725,0.036819066101629765,804,91.75722780397786,863.0,2.936513742478893
RP11-665C16.5,ENSG00000258455,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
ATG14,ENSG00000126775,0,0,0,0.04367438999384868,0.01856502674519245,403,95.86836169776501,426.0,2.630427875025024
TBPL2,ENSG00000182521,0,0,0,0.0,0.0,0,100.0,0.0,0.0
KTN1-AS1,ENSG00000186615,0,0,0,0.002460529013737954,0.0010672816722693042,24,99.7539470986262,24.0,1.3979400086720377
KTN1,ENSG00000126777,0,0,0,0.8831248718474471,0.27487911946233196,5184,46.8525733032602,8614.0,3.9352552817840474
RP11-813I20.2,ENSG00000258784,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00520,ENSG00000258791,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CTD-2588E21.1,ENSG00000277763,0,0,0,0.001537830633586221,0.0006673583476329068,15,99.84621693664137,15.0,1.2041199826559248
PELI2,ENSG00000139946,0,0,0,0.011174902604059872,0.0048262818680657685,104,98.93377076071356,109.0,2.041392685158225
RP11-930O11.2,ENSG00000259483,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-930O11.3,ENSG00000275569,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
RP11-930O11.1,ENSG00000259719,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TMEM260,ENSG00000070269,0,0,0,0.10590526963297109,0.043717927477128576,941,90.35267582530244,1033.0,3.0145205387579237
RP11-624J12.1,ENSG00000258803,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-1085N6.2,ENSG00000258428,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-1085N6.3,ENSG00000259133,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-1085N6.4,ENSG00000258703,0,0,0,0.0,0.0,0,100.0,0.0,0.0
OTX2,ENSG00000165588,0,0,0,0.0,0.0,0,100.0,0.0,0.0
OTX2-AS1,ENSG00000248550,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-1085N6.5,ENSG00000258776,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-108M12.3,ENSG00000258592,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
EXOC5,ENSG00000070367,0,0,0,0.12384662702481034,0.050707046480633934,1079,88.93787164240312,1208.0,3.0824263008607717
AP5M1,ENSG00000053770,0,0,0,0.1224113184334632,0.050152037482538506,1098,88.74307976214885,1194.0,3.0773679052841567
RP11-932A10.1,ENSG00000259008,0,0,0,0.0,0.0,0,100.0,0.0,0.0
NAA30,ENSG00000139977,0,0,0,0.04469961041623949,0.018991432750878823,419,95.70432643018249,436.0,2.640481436970422
C14orf105,ENSG00000100557,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SLC35F4,ENSG00000151812,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-409I10.2,ENSG00000259039,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
C14orf37,ENSG00000139971,0,0,0,0.0026655730982161163,0.0011561035320539232,26,99.73344269017839,26.0,1.4313637641589874
ACTR10,ENSG00000131966,0,0,0,0.19058847652245234,0.07576167478307001,1625,83.34016813614927,1859.0,3.269512944217916
PSMA3,ENSG00000100567,0,0,0,0.35472626614722164,0.13185155121675157,2598,73.36477342628665,3460.0,3.539201599294128
PSMA3-AS1,ENSG00000257621,0,0,0,0.6439409473036702,0.21588621300891175,4333,55.57719909780603,6281.0,3.798097932062486
LINC00216,ENSG00000279636,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
ARID4A,ENSG00000032219,0,0,0,0.4102932130408038,0.14930941589442837,2963,69.62271888456017,4002.0,3.602385590105105
RP11-517O13.3,ENSG00000258658,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TOMM20L,ENSG00000196860,0,0,0,0.0009226983801517326,0.0004005380554576629,8,99.91798236620873,9.0,1.0
RP11-517O13.1,ENSG00000258378,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TIMM9,ENSG00000100575,0,0,0,0.2386713143325815,0.09295608013790012,1928,80.2337502563051,2328.0,3.367169488534681
KIAA0586,ENSG00000100578,0,0,0,0.1069304900553619,0.0441203501170261,935,90.41418905064589,1043.0,3.0187004986662433
DACT1,ENSG00000165617,0,0,0,0.0013327865491080582,0.0005784364632306187,13,99.86672134508919,13.0,1.146128035678238
LINC01500,ENSG00000258583,0,0,0,0.0,0.0,0,100.0,0.0,0.0
DAAM1,ENSG00000100592,0,0,0,0.5119950789419725,0.17955037767853138,2812,71.17080172237031,4994.0,3.698535492562001
GPR135,ENSG00000181619,0,0,0,0.0077916752101701865,0.0033707665765880615,75,99.23108468320689,76.0,1.8864907251724818
L3HYPDH,ENSG00000126790,0,0,0,0.048492925979085506,0.02056550469300612,454,95.3454992823457,473.0,2.6757783416740852
JKAMP,ENSG00000050130,0,0,0,0.08437564076276399,0.035179753097734696,773,92.075046134919,823.0,2.9159272116971158
CCDC175,ENSG00000151838,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RTN1,ENSG00000139970,0,0,0,0.0004100881689563256,0.00017806252069994778,3,99.96924338732828,4.0,0.6989700043360189
RP11-62H20.1,ENSG00000261120,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LRRC9,ENSG00000131951,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-16B13.1,ENSG00000258553,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
PCNXL4,ENSG00000126773,0,0,0,0.11287676850522863,0.0464470765348913,949,90.27065819151117,1101.0,3.042181594515766
DHRS7,ENSG00000100612,0,0,0,0.20791470166085707,0.08203626714442697,1731,82.25343448841501,2028.0,3.307282047033346
CTD-2184C24.2,ENSG00000254718,0,0,0,0.0009226983801517326,0.0004005380554576629,9,99.90773016198483,9.0,1.0
PPM1A,ENSG00000100614,0,0,0,0.11984826737748616,0.04915918239805867,1072,89.00963707197047,1169.0,3.0681858617461617
CTD-2568P8.1,ENSG00000258556,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
C14orf39,ENSG00000179008,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SIX6,ENSG00000184302,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-1042B17.3,ENSG00000258670,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SALRNA1,ENSG00000258952,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SIX1,ENSG00000126778,0,0,0,0.0013327865491080582,0.0005784364632306187,13,99.86672134508919,13.0,1.146128035678238
SIX4,ENSG00000100625,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
MNAT1,ENSG00000020426,0,0,0,0.16577814230059462,0.06661590827693314,1427,85.37010457248309,1617.0,3.2089785172762535
TRMT5,ENSG00000126814,0,0,0,0.03280705351650605,0.014019195266144927,304,96.88332991593192,320.0,2.506505032404872
SLC38A6,ENSG00000139974,0,0,0,0.048185359852368256,0.02043808955877742,454,95.3454992823457,470.0,2.673020907128896
PRKCH,ENSG00000027075,0,0,0,0.0809924133688743,0.03382264599438716,620,93.64363338117695,790.0,2.8981764834976764
TMEM30B,ENSG00000182107,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
RP11-902B17.1,ENSG00000247287,0,0,0,0.020709452532294444,0.008902136681008067,159,98.3698995283986,202.0,2.307496037913213
RP11-47I22.4,ENSG00000258989,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-47I22.1,ENSG00000258926,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-47I22.2,ENSG00000250548,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FLJ22447,ENSG00000232774,0,0,0,0.0021529628870207095,0.0009340148123568948,21,99.78470371129792,21.0,1.3424226808222062
HIF1A-AS1,ENSG00000258777,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
HIF1A,ENSG00000100644,0,0,0,0.30356776706992006,0.11513361325618021,2391,75.48697970063564,2961.0,3.47158505418519
HIF1A-AS2,ENSG00000258667,0,0,0,0.0008201763379126512,0.0003560520649549424,8,99.91798236620873,8.0,0.9542425094393249
SNAPC1,ENSG00000023608,0,0,0,0.1350215296288702,0.05500409951181612,1153,88.17920852983391,1317.0,3.119915410257991
CTD-2277K2.1,ENSG00000258882,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SYT16,ENSG00000139973,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-355I22.5,ENSG00000258842,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-355I22.2,ENSG00000258903,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
LINC00643,ENSG00000186369,0,0,0,0.003075661267172442,0.0013336927726815553,27,99.72319048595449,30.0,1.4913616938342726
LINC00644,ENSG00000259142,0,0,0,0.0,0.0,0,100.0,0.0,0.0
